#{"t_start": 1728498993.2466264, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-109.476656,258,83.304479
-15.74641,232,85.955889
-9.98448,563,92.693211
-35.081002,322,96.465637
23.328977,226,99.077818
-41.343948,204,101.404301
-32.974716,169,103.427139
-5.1471,192,105.576092
-15.550725,297,109.143252
-9.194345,246,111.952717
-49.651676,369,116.388216
10.169148,246,119.20748
-5.639502,378,123.699564
-67.219711,528,130.24024
4.886187,276,133.472178
-118.377329,595,140.827781
-54.736127,389,145.499125
-264.126376,982,157.901031
-37.194397,366,162.166647
-50.131162,294,166.105231
-118.238343,229,168.754996
-112.753983,281,172.0349
-165.340026,364,176.41588
-110.771522,229,179.001229
-90.966574,210,181.451514
-155.561047,427,186.815388
-167.996703,254,189.898444
-123.953986,320,194.05779
-189.490631,252,197.312752
-190.296783,365,201.866625
-79.519692,391,206.414889
-93.350692,1000,221.347583
-19.141116,343,225.740881
-84.577365,359,230.389104
-50.558521,331,234.479698
-4.995833,402,239.669806
192.907688,427,245.39959
-22.271784,327,249.654457
172.028768,807,260.917448
-236.155917,1000,275.919761
-178.889682,453,281.772373
-96.225899,372,286.389348
-351.519276,620,294.49516
-190.915148,514,301.840344
-151.894559,1000,316.380002
-95.333007,791,327.201359
-159.822995,1000,340.875274
-83.135689,1000,355.445917
-19.725235,656,364.353564
-156.570832,1000,377.966755
-121.704216,1000,392.063805
-151.924504,1000,404.984225
26.23985,1000,419.225944
-211.889589,268,422.75912
-100.529427,108,424.074315
-69.855725,271,427.434368
-131.050196,476,433.853876
-283.397413,385,438.726969
-97.646111,225,441.596523
-186.571415,156,443.572318
-136.749831,70,444.479142
-229.845993,191,446.916864
-279.074893,204,449.689997
-239.499334,215,452.39946
-22.411482,1000,467.285517
41.884384,1000,481.415155
-18.768055,169,483.477029
-78.014922,226,486.243542
-237.695051,346,490.730305
-131.488616,675,499.833909
120.327082,597,507.892152
35.914073,1000,523.022961
-74.720727,171,525.13588
-99.466826,337,529.602931
-171.419342,175,531.754886
-171.841441,206,534.285185
-122.59389,335,538.824818
-72.509053,173,541.053844
126.798611,681,550.921628
130.830579,467,557.001739
174.686912,459,563.021209
208.813164,455,569.214884
187.190255,458,575.293183
169.801199,566,583.219746
132.326966,616,591.570891
19.651368,1000,607.678096
-241.561868,255,610.881006
-2.683037,1000,625.247121
60.751371,1000,639.732109
205.037946,648,648.888609
280.024132,307,653.110446
244.808211,722,663.312988
287.566135,378,668.27257
2.643871,150,670.213333
272.039327,354,674.750978
250.956067,229,677.407876
34.689853,122,678.898231
246.042183,316,682.83781
-405.142651,139,684.580261
33.239711,1000,698.10149
257.385143,374,702.883835
282.000079,233,705.813703
235.144139,315,710.035406
237.116479,980,723.326423
-162.824513,210,725.863617
219.124761,567,733.02633
176.225132,392,737.899071
262.803759,227,740.546477
212.367884,519,747.102432
239.88141,186,749.617717
279.617235,288,753.493744
-2.017309,198,755.982193
-187.926643,273,759.576463
-128.583179,244,762.684286
-478.228148,451,768.722805
243.647727,372,773.826949
196.516682,249,777.106723
-194.658087,121,778.717187
233.998169,223,781.666867
-109.347394,144,783.523137
-104.431727,131,785.163643
260.309028,247,788.489332
-128.263627,199,791.06267
-70.288194,1000,804.888099
7.783272,132,806.520587
-1.422312,136,808.283391
280.930609,269,811.888667
-303.794717,287,815.545952
258.371221,260,818.742694
250.540615,168,820.682458
213.025658,299,824.543304
-7.961983,125,826.036939
276.706166,384,831.225653
194.263472,236,834.200193
250.835332,304,838.2184
16.459781,175,840.624588
9.430234,149,842.495287
269.504322,198,844.929503
271.166436,225,847.794108
291.829049,209,850.406483
2.922237,206,852.946793
251.558847,333,857.267627
228.801967,183,859.506661
246.958242,811,870.401639
262.883744,190,872.956985
307.561252,193,875.310287
187.769746,535,882.507169
228.645695,553,889.808724
-213.067106,193,892.306206
283.433003,172,894.509887
-269.084349,457,900.962457
277.002031,153,902.996322
274.67272,175,905.227355
234.417039,438,911.166505
239.322027,545,918.653989
-9.786379,242,921.656237
241.12487,245,924.767307
-1.359518,150,926.800664
259.741358,467,933.109081
241.795994,209,935.781508
-92.717339,283,939.395792
286.763106,181,941.65091
-109.498401,208,944.303243
-350.572756,224,947.198875
-99.964892,108,948.664206
260.19199,329,952.884696
265.250897,353,957.518908
268.034537,363,962.43651
219.714814,304,966.356072
262.543043,222,969.359892
272.137928,410,974.71478
8.494179,256,978.011282
262.242048,295,981.715371
-66.23126,203,984.464869
283.080455,197,987.195349
276.438071,310,991.415027
265.320612,288,995.210476
251.670032,251,998.600288
235.955072,308,1002.609364
242.763159,259,1005.868325
262.605695,208,1008.409807
228.460541,266,1011.884105
275.04859,394,1017.110358
217.178185,283,1021.235932
239.505059,246,1024.548942
-215.071693,325,1028.942845
251.002281,266,1032.523792
-186.329584,360,1037.75013
152.732438,333,1042.377687
246.307021,261,1045.981962
236.542214,530,1053.493361
227.454723,498,1060.165287
300.523058,227,1063.184028
233.444178,235,1066.438985
189.863109,788,1077.105133
251.140181,238,1080.483163
-34.959855,219,1083.484889
120.406059,891,1096.910048
-73.103179,754,1107.555785
111.868499,880,1121.189463
-94.344391,1000,1136.806978
270.792172,259,1140.427653
165.862217,886,1154.380922
190.315007,542,1161.846186
243.85767,227,1164.829417
218.108155,327,1169.387166
294.595894,436,1175.205539
74.487549,1000,1189.53566
5.92536,174,1191.681609
285.916736,277,1195.302422
249.713617,279,1199.203883
30.571262,159,1201.353835
242.892327,202,1204.116345
