#{"t_start": 1728491024.7717369, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-53.927449,1000,319.739295
-80.610036,1000,333.520829
140.47552,482,339.715044
-86.666338,541,346.502787
-83.091029,383,351.357658
-151.185134,678,361.018127
-35.200686,1000,376.414581
-334.614781,703,385.255295
-27.027515,1000,399.98829
-167.504306,277,403.605577
-40.606668,373,408.001574
-89.891777,432,413.021135
6.259949,412,417.991901
189.434052,595,425.245499
113.129451,781,436.10697
-197.449901,1000,449.58493
120.421154,1000,463.564237
22.947777,1000,477.269528
173.123014,495,483.466235
126.981321,1000,495.360707
181.483488,435,500.421306
165.106116,845,510.828765
207.446439,774,520.889882
189.947091,533,528.21656
42.794734,136,529.733939
37.385268,1000,543.769535
87.396328,1000,557.598112
227.127051,766,566.715395
248.240103,866,577.730161
117.010775,1000,590.131931
227.664613,282,593.470004
-252.740879,240,596.373699
220.427936,252,599.426717
166.523398,260,602.3794
-93.440701,102,603.460382
192.920203,202,605.73645
-360.727024,493,611.385583
83.574054,819,621.218521
-194.045988,161,622.996135
256.366188,814,633.114329
126.114818,1000,646.139942
-59.699049,141,647.762419
12.683356,126,649.199729
-59.644312,77,650.112558
11.10106,112,651.387716
24.902161,140,653.062238
-141.944496,474,659.552269
-160.181757,212,661.923424
-12.441652,147,663.515872
-1.831028,165,665.348537
232.179696,358,669.532337
214.515343,645,677.598667
203.426032,572,684.649073
229.192964,696,693.304937
48.32614,1000,706.247697
30.408677,1000,719.175444
91.246401,1000,732.013114
233.073276,290,735.257061
198.615398,240,737.946505
196.853581,387,742.443592
-57.896831,172,744.311289
224.542949,422,749.155691
240.874217,770,758.491172
-128.109202,758,767.274153
225.423431,627,774.853471
150.915516,714,784.057039
101.424574,1000,797.082376
0.284113,184,799.087196
256.192158,263,801.981827
275.923672,265,804.959533
10.278413,164,806.712126
238.042681,940,817.481911
11.053341,137,818.953247
252.021129,508,824.774536
24.71871,141,826.311933
31.142562,141,827.925399
248.938865,258,830.794007
243.821738,401,835.539317
276.068493,407,840.200554
219.216774,215,842.591726
242.814737,315,846.312105
285.753308,339,850.064516
225.211268,284,853.282439
-63.72287,198,855.487443
271.752183,355,859.444037
228.230373,288,862.730024
11.461953,1000,875.320463
-54.776139,1000,887.999984
261.496701,270,891.106807
249.166876,224,893.64211
250.82712,225,896.208443
193.153431,492,902.356028
281.673701,258,905.394789
251.999859,213,907.832004
222.407298,451,913.270946
-142.956945,538,919.697785
-97.709141,321,923.508248
239.195919,336,927.456836
170.204188,371,931.651646
274.202156,286,935.13281
230.22719,203,937.419888
249.382718,218,940.012244
218.579992,975,953.120154
274.428799,205,955.479298
236.141117,226,958.060642
245.196238,230,960.955272
260.931799,218,963.552632
269.093098,234,966.24708
269.752686,247,969.076652
-38.150904,103,970.200673
245.299969,210,972.746986
-1.286825,135,974.279379
260.532032,279,977.590387
224.060835,390,982.194571
263.116242,471,987.74061
42.88867,1000,999.785554
233.439964,187,1001.909484
227.164813,353,1006.302475
78.098184,1000,1019.396373
-22.964319,122,1020.783633
-32.80926,115,1022.076808
262.357382,234,1024.804293
238.429861,355,1029.098194
18.521441,245,1031.913753
16.632934,79,1032.782541
254.882167,209,1035.178719
277.276118,534,1041.745686
289.037351,357,1045.865428
253.114432,902,1056.570155
130.11323,849,1067.513098
247.771925,196,1069.742123
240.523135,217,1072.262413
269.378985,202,1074.611548
253.72703,197,1076.858589
210.789321,377,1081.369689
247.097824,179,1083.404537
16.509641,103,1084.586611
232.360561,209,1087.132925
252.629947,211,1089.883424
225.055606,319,1094.265406
284.358989,188,1096.672593
243.33166,195,1099.338015
258.314259,217,1102.352754
228.345771,311,1106.704708
239.646303,272,1110.402067
243.108593,263,1114.193512
182.362751,821,1125.624898
187.089892,331,1129.538455
