#{"t_start": 1728494443.6698647, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-332.351288,98,3.358051
-74.902564,74,3.391081
-299.588113,110,3.447131
-108.967061,127,3.50118
-68.978022,76,3.530207
-278.688927,118,3.579252
-153.88575,86,3.618287
-330.975575,92,3.653319
-392.790104,80,3.682346
-421.142912,83,3.717377
-405.495459,112,3.762418
-141.524145,89,3.79745
-118.630398,82,3.838487
-127.882865,123,3.886531
-79.346131,132,3.943583
-105.483597,128,3.993637
-325.528634,148,4.059688
-306.80287,79,4.088715
-225.37853,106,4.134756
-230.500134,94,4.168787
-154.108761,122,4.215838
-105.447954,75,4.713282
-168.63395,104,5.754228
-148.005968,186,7.590896
-361.121947,260,10.235299
-122.469721,801,19.08534
-309.978712,353,22.755676
170.082689,420,27.121642
-393.994211,101,28.141569
-35.23568,260,30.721914
-79.311502,166,32.344389
-47.260168,211,34.423278
-62.675052,177,36.155851
-144.589635,234,38.447934
-77.361147,313,41.591791
-495.129384,474,46.479232
171.22274,490,51.514806
-132.840104,470,56.423267
12.472934,172,58.1108
-24.155812,120,59.30989
-20.720141,191,61.18259
-245.692183,421,65.464481
49.908919,1000,76.239272
-169.430926,547,82.064564
-19.476933,110,83.179579
-70.123504,270,85.88904
-102.159417,795,94.913239
-96.769129,236,97.247361
-102.666613,225,99.509416
199.063032,331,102.843445
156.802781,748,111.712503
-82.099167,342,115.216687
-135.759395,349,118.708861
-79.606519,538,124.377009
-130.442303,480,129.367544
-138.976099,534,135.083738
-123.21623,563,140.924045
-284.446413,844,150.417671
58.323788,959,161.595827
-210.83521,442,166.210021
-172.386811,210,168.255879
-164.999176,238,170.621029
-94.6485,342,174.141226
-15.325883,335,177.570342
-152.69568,654,184.759874
89.897592,886,194.513736
-244.538907,528,200.026747
-46.773039,303,203.085526
-70.461418,475,208.095078
-151.676054,259,210.691436
-174.98081,285,213.524011
-86.157947,151,215.015366
-123.526889,211,217.116274
-132.400464,189,218.999985
-112.259172,318,222.184879
-157.56024,351,225.716089
-91.285881,280,228.552665
219.090003,637,235.205711
-81.414007,326,238.569767
191.712899,730,246.746197
213.906866,437,251.179224
-191.244067,541,256.775309
-233.523219,507,262.071121
-134.782343,376,265.793503
-86.062772,248,268.285768
6.056105,922,278.468019
-237.157766,323,281.742995
-159.531974,191,283.620701
-174.277382,691,293.744154
-222.023088,654,302.251755
-73.388883,281,305.501717
-166.206044,666,313.510994
-301.112973,289,316.689882
-84.493784,173,318.516542
-239.819866,408,323.123728
-212.94192,683,331.537373
-84.8466,306,334.826361
-4.233978,88,335.739191
-39.29555,412,340.47049
49.792597,330,344.061753
-215.141677,800,353.540365
-72.952254,578,360.065294
-49.49909,121,361.360471
167.240561,941,373.034077
238.705999,417,377.765376
-49.387446,68,378.498042
250.132618,360,382.536711
-2.901045,215,384.815783
-133.163675,1000,396.788662
170.728149,832,406.961905
-41.221257,165,408.721503
202.343513,467,413.93424
7.22095,165,415.658807
-142.208973,418,420.192926
-282.542591,226,422.635145
45.310817,1000,434.268716
88.110729,1000,446.812113
167.356321,829,456.544956
245.502007,499,462.14004
220.848497,556,468.457781
216.235467,468,473.975794
243.757995,371,478.084528
218.920249,442,482.944943
184.835778,492,489.328636
206.355507,516,495.464221
139.238189,732,505.415801
222.37531,455,511.139299
219.286631,541,518.112668
-70.972337,1000,530.935408
227.686166,497,536.911173
260.254016,357,541.103209
232.35952,388,546.298295
144.245851,664,554.705219
243.69142,719,563.685526
246.775238,534,570.671417
232.142461,437,576.487772
-17.485483,1000,590.507322
285.932777,187,592.694313
45.015372,120,593.994495
282.361264,699,601.690437
282.769933,277,604.746214
249.585726,394,609.274336
228.25514,296,612.528293
254.493826,370,616.74314
20.2008,101,617.827125
262.036369,193,619.92303
204.103259,758,629.050323
280.716456,318,632.569521
227.224263,271,635.545224
266.878526,222,637.913376
253.112353,494,643.545492
187.245514,213,645.903636
-222.08961,323,649.619012
266.555612,752,658.457042
277.943862,213,660.729106
-36.478412,74,661.556859
26.513225,137,663.034201
-180.638433,81,663.875966
270.986775,240,666.546393
-77.41595,467,671.691067
287.155161,196,673.881057
-126.573999,1000,686.323362
265.648631,725,695.306524
230.969127,346,699.220323
240.284231,192,701.417318
189.6502,291,704.718317
252.605944,595,712.058656
203.117312,604,719.486368
-249.394412,139,721.088824
-26.508305,195,723.30784
126.302252,968,735.143607
-22.208021,96,736.266429
-87.103173,137,737.815853
165.462808,723,746.444338
187.322298,583,753.667842
-131.446892,86,754.605695
-57.394811,112,755.886859
-96.371835,107,757.057445
-63.219776,117,758.395834
180.666111,333,762.284371
-199.852846,193,764.452341
-181.705873,294,767.874515
-133.812473,404,772.636856
110.574079,786,782.698276
196.866851,955,794.792717
-5.403796,101,796.033846
-75.691415,117,797.458192
247.625967,228,800.557995
188.738734,290,804.172908
242.029469,206,807.228608
-116.123091,189,809.562729
247.403928,209,812.134065
238.58914,302,816.006294
239.492117,274,819.424437
259.355692,200,821.90369
293.191174,202,824.427733
36.578826,116,825.729916
28.648906,79,826.604711
28.115701,86,827.785712
265.301119,240,831.008856
250.530894,237,834.220592
3.241623,88,835.309582
28.72284,85,836.316496
-54.611454,309,840.08392
255.147091,282,843.871361
3.887369,93,844.965356
9.152849,157,846.860076
273.369493,312,850.750035
17.77875,110,851.98916
-32.451216,71,852.764866
-59.685241,71,853.511547
-13.414407,145,855.056091
169.539576,438,860.024518
243.060827,267,863.481661
-21.647273,181,865.698966
197.675521,399,871.489803
-3.050088,212,874.31489
259.971553,319,878.32386
184.660796,257,881.145423
-7.481664,193,883.241846
188.773417,435,888.071103
256.238747,217,890.426989
237.237098,249,893.172956
217.79161,209,895.414994
165.747461,486,900.714327
253.889953,657,908.772995
241.114134,380,912.906034
205.645054,484,919.220979
227.469421,261,922.251276
252.713347,356,926.35329
-128.84515,210,928.919541
147.175938,489,935.294915
-168.304242,823,946.193489
283.994591,304,949.703915
241.753184,356,953.832484
204.897544,447,959.159354
266.033262,372,963.410216
-129.615433,649,971.269927
243.453358,230,973.82625
-80.537985,288,977.226333
-8.747006,227,979.726763
-18.206743,203,982.156972
240.517739,317,985.791824
267.955969,198,987.995259
222.636067,213,990.433475
175.092212,386,994.929084
-1.431849,182,996.920071
-25.804142,220,999.346276
248.296593,279,1002.532767
222.331931,257,1005.507335
11.991196,179,1007.462111
-33.085204,188,1009.601733
-286.932083,144,1011.195763
-382.876199,141,1012.752177
-3.716185,222,1015.228426
272.830841,228,1017.745103
-33.345575,1000,1029.665301
0.922322,1000,1041.877219
